Year,Name,Salary
2010,Mo Williams,9300000
2010,Kirk Hinrich,9100000
2010,Rajon Rondo,9090911
2010,Andris Biedrins,9000000
2010,Boris Diaw,9000000
2010,Jose Calderon,9000000
2010,Devin Harris,8981000
2010,Jason Kidd,8610500
2010,Andrea Bargnani,8500000
2010,T.J. Ford,8500000
2010,Stephen Jackson,8453250
2010,Richard Jefferson,8400000
2010,David West,8287500
2010,Lamar Odom,8200000
2010,Brendan Haywood,6900000
2010,Nazr Mohammed,6883800
2010,Vladimir Radmanovic,6883800
2010,Andres Nocioni,6850000
2010,Greg Oden,6760524
2010,JR Smith,6757851
2010,Kendrick Perkins,6696720
2010,Morris Peterson,6665000
2010,Jeff Foster,6655000
2010,Jason Kapono,6641440
2010,Tyrus Thomas,6611570
2010,Jerome James,6600000
2010,Josh Childress,6500000
2010,Beno Udrih,6478600
2010,DeSagana Diop,6478600
2010,Mike James,6466600
2010,Trevor Ariza,6322320
2010,Metta World Peace,6322320
2010,Rasheed Wallace,6322320
2010,Marcin Gortat,6322320
2010,Kevin Durant,6053663
2010,John Salmons,8000000
2010,Mark Blount,7967375
2010,Jameer Nelson,7800000
2010,Luis Scola,7775378
2010,Joel Przybilla,7725470
2010,Paul Millsap,7600000
2010,Shane Battier,7354500
2010,Anderson Varejao,7281818
2010,Andre Miller,7269264
2010,Marvin Williams,7262500
2010,JJ Redick,7250000
2010,Dan Gadzuric,7248325
2010,James Posey,7148800
2010,Leandro Barbosa,7100000
2010,Marko Jaric,7100000
2010,Shawn Marion,7055500
2010,Charlie Villanueva,7020000
2010,Raymond Felton,7000000
2010,Travis Outlaw,7000000
2010,Andray Blatche,5904152
2010,Al Harrington,5765000
2010,Drew Gooden,5765000
2010,Wesley Matthews,5765000
2010,Kyle Lowry,5750000
2010,Derrick Rose,5546160
2010,Nenad Krstic,5543116
2010,Francisco Garcia,5500000
2010,Sasha Vujacic,5475113
2010,Al Horford,5444857
2010,Blake Griffin,5357280
2010,Mickael Pietrus,5300000
2010,Luke Walton,5260000
2010,Speedy Claxton,5209454
2010,Channing Frye,5200000
2010,John Wall,5144280
2010,Reggie Evans,5080000
2010,Jason Maxiell,5000000
2010,Kyle Korver,5000000
2010,Linas Kleiza,4995000
2010,Michael Beasley,4962240
2010,Mike Conley,4913077
2010,Antonio McDyess,4860000
2010,Marcus Banks,4847586
2010,Darius Songaila,4818000
2010,Martell Webster,4800000
2010,Hasheem Thabeet,4793280
2010,Ronnie Brewer,4790000
2010,Evan Turner,4602720
2010,Jarrett Jack,4600000
2010,Chris Andersen,4533300
2010,O.J. Mayo,4456200
2010,Jeff Green,4455988
2010,Charlie Bell,4447792
2010,Brad Miller,4400000
2010,Darko Milicic,4325000
2010,James Harden,4304520
2010,Matt Carroll,4300000
2010,Nikola Pekovic,4275000
2010,Zaza Pachulia,4251250
2010,Hakim Warrick,4250000
2010,Randy Foye,4250000
2010,Nate Robinson,4200000
2010,DeShawn Stevenson,4151786
2010,Derrick Favors,4133280
2010,Bruce Bowen,4100000
2010,Greg Buckner,4080915
2010,Yi Jianlian,4050499
2010,Russell Westbrook,4017720
2010,Daniel Gibson,4015334
2010,Ronny Turiaf,4000000
2010,Luke Ridnour,4000000
2010,Ryan Gomes,4000000
2010,Willie Green,3976000
2010,Ramon Sessions,3964320
2010,Tyreke Evans,3880920
2010,Corey Brewer,3875000
2010,Jordan Farmar,3750000
2010,Wesley Johnson,3726600
2010,CJ Miles,3700000
2010,Derek Fisher,3700000
2010,Kevin Love,3638280
2010,C.J. Watson,3600000
2010,Marc Gasol,3573333
2010,Timofey Mozgov,3567096
2010,Dorell Wright,3540000
2010,Chris Duhon,3500000
2010,Udonis Haslem,3500000
2010,Shaun Livingston,3500000
2010,Tiago Splitter,3400000
2010,Brandan Wright,3398072
2010,DeMarcus Cousins,3374640
2010,Danilo Gallinari,3304560
2010,Joel Anthony,3300000
2010,Kelenna Azubuike,3300000
2010,Thabo Sefolosha,3250000
2010,Will Bynum,3250000
2010,Johan Petro,3250000
2010,Grant Hill,3240000
2010,Kris Humphries,3200000
2010,Jonny Flynn,3192000
2010,Joakim Noah,3128536
2010,Ekpe Udoh,3065040
2010,Matt Bonner,3050000
2010,Eric Gordon,3016680
2010,Glen Davis,3000004
2010,Raja Bell,3000000
2010,Jamario Moon,3000000
2010,Eduardo Najera,3000000
2010,Tony Allen,3000000
2010,Chris Wilcox,3000000
2010,Spencer Hawes,2974320
2010,Stephen Curry,2913840
2010,Thaddeus Young,2901241
2010,Julian Wright,2858057
2010,Anthony Parker,2855769
2010,Mark Madsen,2840000
2010,Greg Monroe,2798040
2010,Rodney Stuckey,2767126
2010,Sebastian Telfair,2700000
2010,Jordan Hill,2669520
2010,Nick Young,2630503
2010,Al-Farouq Aminu,2563320
2010,D.J. Augustin,2540000
2010,Maurice Evans,2500000
2010,Dahntay Jones,2500000
2010,David Andersen,2500000
2010,DeMar DeRozan,2453880
2010,Brook Lopez,2413320
2010,Ricky Davis,2400000
2010,Marquis Daniels,2388000
2010,Marco Belinelli,2380270
2010,Gordon Hayward,2356320
2010,Ryan Hollins,2333333
2010,Brandon Jennings,2331120
2010,Ersan Ilyasova,2320500
2010,Craig Smith,2300000
2010,Jerryd Bayless,2292600
2010,Quentin Richardson,2265000
2010,Paul George,2238360
2010,Lou Amundson,2225000
2010,Terrence Williams,2214480
2010,Anthony Tolliver,2200000
2010,Jason Smith,2187913
2010,Jason Thompson,2178000
2010,Daequan Cook,2169857
2010,Jared Dudley,2151068
2010,Shannon Brown,2149200
2010,Wilson Chandler,2130482
2010,Cole Aldrich,2126520
2010,Gerald Henderson,2103840
2010,Keyon Dooling,2080000
2010,Ben Wallace,2080000
2010,Brandon Rush,2069040
2010,Anthony Johnson,2062800
2010,Brent Barry,2062800
2010,Xavier Henry,2020200
2010,Aaron Brooks,2016692
2010,Tyler Hansbrough,1998600
2010,Rasho Nesterovic,1990000
2010,Chuck Hayes,1972500
2010,Goran Dragic,1972000
2010,Anthony Randolph,1965720
2010,Arron Afflalo,1959577
2010,Ed Davis,1919160
2010,Earl Clark,1898760
2010,Robin Lopez,1867320
2010,Patrick Patterson,1823280
2010,Dikembe Mutombo,1823280
2010,J.J. Barea,1815000
2010,Austin Daye,1803720
2010,Kurt Thomas,1800000
2010,Marreese Speights,1773960
2010,Matt Barnes,1765000
2010,Larry Sanders,1731960
2010,Omer Asik,1721000
2010,James Johnson,1713600
2010,Roy Hibbert,1685280
2010,Renaldo Balkman,1675000
2010,Luke Babbitt,1645440
2010,Sean Williams,1629120
2010,Jrue Holiday,1627920
2010,JaVale McGee,1601040
2010,Hamed Haddadi,1600000
2010,Keith Bogans,1600000
2010,Kevin Seraphin,1563120
2010,Ty Lawson,1546560
2010,JJ Hickson,1528920
2010,Solomon Jones,1500000
2010,Eric Bledsoe,1485000
2010,Jeff Teague,1476840
2010,Alexis Ajinca,1467840
2010,Avery Bradley,1418160
2010,Eric Maynor,1417800
2010,Ryan Anderson,1409040
2010,Roger Mason Jr.,1400000
2010,Ronnie Price,1381250
2010,James Anderson,1361400
2010,Darren Collison,1361040
2010,Courtney Lee,1352640
2010,Eddie House,1352181
2010,Zydrunas Ilgauskas,1352181
2010,Shaquille O'Neal,1352181
2010,Roko-Leni Ukic,1350000
2010,Craig Brackins,1306920
2010,Kosta Koufos,1298640
2010,Elliot Williams,1254720
2010,Omri Casspi,1254480
2010,Rudy Fernandez,1246680
2010,Trevor Booker,1204560
2010,Serge Ibaka,1204200
2010,Byron Mullens,1204200
2010,Royal Ivey,1200000
2010,Nicolas Batum,1196760
2010,Damion James,1156320
2010,Rodrigue Beaubois,1156080
2010,Brian Cook,1146337
2010,James Jones,1146337
2010,Darrell Arthur,1123680
2010,Taj Gibson,1117680
2010,Dominique Jones,1110120
2010,D.J. White,1108680
2010,Kyrylo Fesenko,1087500
2010,DeMarre Carroll,1085400
2010,Wayne Ellington,1078800
2010,Quincy Pondexter,1073280
2010,Alando Tucker,1071720
2010,Toney Douglas,1071000
2010,Jordan Crawford,1042320
2010,Greivis Vasquez,1035960
2010,Quinton Ross,1033342
2010,James Singleton,1030189
2010,Jawad Williams,1029389
2010,Aaron Gray,1028840
2010,Daniel Orton,1028400
2010,Christian Eyenga,1020960
2010,Lazar Hayward,1020960
2010,Jon Brockman,1000000
2010,Stephen Graham,992680
2010,Joey Graham,992680
2010,Patty Mills,937195
2010,Donte Greene,930700
2010,DeJuan Blair,918000
2010,Sam Young,886000
2010,Ian Mahinmi,885120
2010,Pops Mensah-Bonsu,885120
2010,Alexander Johnson,885120
2010,Josh McRoberts,885120
2010,Salim Stoudamire,884881
2010,Marcus Haislip,855189
2010,Quincy Douby,855189
2010,Mouhamed Sene,855189
2010,Tarence Kinsey,855189
2010,Malik Hairston,854389
2010,Dwayne Jones II,854389
2010,Darius Miles,854389
2010,Javaris Crittenton,854389
2010,Mario Chalmers,854389
2010,Kyle Weaver,854389
2010,Antoine Wright,854389
2010,Etan Thomas,854389
2010,Mikki Moore,825497
2010,Kareem Rush,825497
2010,Paul Davis,825497
2010,Kevin Ollie,825497
2010,Ryan Bowen,825497
2010,Gabe Pruitt,825497
2010,Chris Quinn,804131
2010,Sean Marks,799105
2010,Chase Budinger,780871
2010,Jermaine Taylor,780871
2010,Derrick Brown,762195
2010,Dante Cunningham,762195
2010,Darryl Watkins,762195
2010,Brian Butch,762195
2010,Tony Gaffney,762195
2010,Greg Stiemsma,762195
2010,Jodie Meeks,762195
2010,Curtis Jerrells,762195
2010,Oliver Lafayette,762195
2010,Lance Stephenson,750000
2010,Mike Taylor,736420
2010,Dontell Jefferson,736420
2010,Joe Crawford,736420
2010,Othello Hunter,736420
2010,Hassan Whiteside,730437
2010,Erick Dampier,713666
2010,Ime Udoka,708640
2010,Mike Wilks,679821
2010,Solomon Alabi,670000
2010,Brian Skinner,668434
2010,Allen Iverson,650686
2010,Alonzo Gee,641141
2010,Acie Law,633253
2010,Andy Rautins,600000
2010,Ike Diogu,567917
2010,Gary Neal,525000
2010,Jason Williams,524964
2010,Lester Hudson,515603
2010,Willie Warren,500000
2010,Samardo Samuels,500000
2010,Damien Wilkins,482478
2010,Patrick Beverley,473604
2010,Gani Lawal,473604
2010,Garret Siler,473604
2010,Sherron Collins,473604
2010,Landry Fields,473604
2010,Ish Smith,473604
2010,Gary Forbes,473604
2010,Semih Erden,473604
2010,Jeremy Evans,473604
2010,Dexter Pittman,473604
2010,Derrick Byars,457588
2010,Deron Washington,457588
2010,Peja Stojakovic,402065
2010,Steve Novak,306575
2010,Mustafa Shakur,226162
2010,Jared Jeffries,221136
2010,Mike Bibby,216110
2010,Troy Murphy,216110
2010,Dominic McGuire,211084
2010,Sasha Pavlovic,211084
2010,Rasual Butler,211084
2010,Al Thornton,211084
2010,Travis Diener,208802
2010,Leon Powe,201033
2010,Carlos Arroyo,196007
2010,Zabian Dowdell,186656
2010,Jannero Pargo,168579
2010,Jeff Adrien,133723
2010,John Lucas III,130165
2010,Danny Green,130022
2010,Da'Sean Butler,125000
2010,Sundiata Gaines,112088
2010,Chris Johnson,88363
2010,Garrett Temple,80703
2010,Cedric Jackson,40375
2010,Othyus Jeffers,35868
2010,Patrick Ewing Jr.,25073
2010,Marcus Cousin,25000
2010,Larry Owens,22287
2010,Mario West,20103
2010,Marqus Blakely,15000
2010,Robert Vaden,13930
2010,Earl Barron,11679
2010,Trey Johnson,8967
2010,Magnum Rolle,8358
2011,Kobe Bryant,25244493
2011,Dwight Howard,18091770
2011,Joe Johnson,18038573
2011,Andrei Kirilenko,17823000
2011,Chris Bosh,17545000
2011,LeBron James,17545000
2011,Chris Paul,16359805
2011,Deron Williams,16359805
2011,Dwyane Wade,15691000
2011,Kevin Durant,15506632
2011,Paul Pierce,15333334
2011,Kevin Garnett,21247044
2011,Zach Randolph,15200000
2011,Antawn Jamison,15076715
2011,Rudy Gay,15032144
2011,Brandon Roy,15032144
2011,Al Jefferson,15000000
2011,Andrew Bynum,14900000
2011,Andre Iguodala,14718250
2011,Manu Ginobili,14107492
2011,Chris Kaman,14030000
2011,LaMarcus Aldridge,14000000
2011,Tim Duncan,21164619
2011,Carlos Boozer,13500000
2011,Tyson Chandler,13107837
2011,Nene Hilario,13000000
2011,Marc Gasol,12922194
2011,Emeka Okafor,12642500
2011,Tony Parker,12500000
2011,Al Horford,12498483
2011,Josh Smith,12400000
2011,Luol Deng,12325000
2011,Danny Granger,12015904
2011,Rashard Lewis,21136631
2011,Joakim Noah,12000000
2011,Dirk Nowitzki,19092873
2011,Pau Gasol,18714150
2011,Carmelo Anthony,18518574
2011,Amar'e Stoudemire,18217705
2011,Elton Brand,18160355
2011,Andrew Bogut,12000000
2011,Steve Nash,11689062
2011,David Lee,11610000
2011,Ben Gordon,11600000
2011,Kevin Martin,11519840
2011,Marcus Camby,11227250
2011,Jason Terry,11158000
2011,Hedo Turkoglu,11015850
2011,Monta Ellis,11000000
2011,Mehmet Okur,10890000
2011,Jose Calderon,10561982
2011,Corey Maggette,10262069
2011,Jason Kidd,10121000
2011,DeAndre Jordan,10079404
2011,Rajon Rondo,10045454
2011,Ray Allen,10000000
2011,Andrea Bargnani,10000000
2011,David West,10000000
2011,Gerald Wallace,9500000
2011,Cuttino Mobley,9500000
2011,Devin Harris,9319000
2011,Richard Jefferson,9282000
2011,Andris Biedrins,9000000
2011,Lamar Odom,8900000
2011,Paul Millsap,8603633
2011,Jameer Nelson,8600000
2011,Luis Scola,8591793
2011,Carl Landry,8500000
2011,Rodney Stuckey,8500000
2011,Mo Williams,8500000
2011,John Salmons,8083000
2011,Thaddeus Young,8039130
2011,Shawn Marion,8022449
2011,Kris Humphries,8000000
2011,Caron Butler,8000000
2011,Kirk Hinrich,8000000
2011,Mark Blount,7967375
2011,Andre Miller,7807728
2011,Arron Afflalo,7750000
2011,Anderson Varejao,7700000
2011,Morris Peterson,6665000
2011,Andres Nocioni,6650000
2011,Mike Conley,6611571
2011,Jerome James,6600000
2011,Wesley Matthews,6505320
2011,Grant Hill,6500000
2011,Josh Childress,6500000
2011,Andray Blatche,6442083
2011,Rasheed Wallace,6322320
2011,Glen Davis,6300000
2011,Tayshaun Prince,6292135
2011,Michael Beasley,6262347
2011,Al Harrington,6226200
2011,Drew Gooden,6226200
2011,Jermaine O'Neal,6226200
2011,Francisco Garcia,6100000
2011,Amir Johnson,6000000
2011,Channing Frye,6000000
2011,Luke Walton,5971363
2011,Kyle Lowry,5750000
2011,Blake Griffin,5731080
2011,Brendan Haywood,7624500
2011,Leandro Barbosa,7600000
2011,James Posey,7595600
2011,Raymond Felton,7560000
2011,Charlie Villanueva,7540000
2011,Marcus Thornton,7525000
2011,Marvin Williams,7500000
2011,Tyrus Thomas,7305785
2011,Marcin Gortat,7258960
2011,Kendrick Perkins,7123626
2011,Marko Jaric,7100000
2011,Samuel Dalembert,7000000
2011,Derrick Rose,6993708
2011,Beno Udrih,6925400
2011,DeSagana Diop,6925400
2011,Trevor Ariza,6790640
2011,Metta World Peace,6790640
2011,JJ Redick,6750000
2011,Kwame Brown,6750000
2011,O.J. Mayo,5632637
2011,Nenad Krstic,5543116
2011,John Wall,5530080
2011,Wilson Chandler,5516664
2011,Chuck Hayes,5486250
2011,Sasha Vujacic,5475113
2011,Mike Miller,5400000
2011,Jason Richardson,5395000
2011,Evan Turner,5293080
2011,Martell Webster,5256000
2011,Tyreke Evans,5251825
2011,Antonio McDyess,5220000
2011,Speedy Claxton,5209454
2011,Lou Williams,5176000
2011,Kyrie Irving,5144280
2011,Hasheem Thabeet,5127720
2011,Russell Westbrook,5082416
2011,Jamal Crawford,5000000
2011,Jason Maxiell,5000000
2011,Jarrett Jack,5000000
2011,Marcus Banks,4847586
2011,Darius Songaila,4818000
2011,Darko Milicic,4776500
2011,Derrick Favors,4753320
2011,Brad Miller,4752000
2011,Zaza Pachulia,4750000
2011,Ronnie Brewer,4710000
2011,Kevin Love,4609701
2011,James Harden,4604760
2011,Derrick Williams,4602720
2011,Linas Kleiza,4600000
2011,Nikola Pekovic,4503600
2011,Jonas Jerebko,4500000
2011,Jeff Green,4455988
2011,Daniel Gibson,4403834
2011,Enes Kanter,4319280
2011,J.J. Barea,4300000
2011,Ramon Sessions,4257973
2011,Randy Foye,4250000
2011,Jared Dudley,4250000
2011,Brandon Bass,4250000
2011,Chris Andersen,4234000
2011,Danilo Gallinari,4190182
2011,Bruce Bowen,4100000
2011,Charlie Bell,4099920
2011,Greg Buckner,4080915
2011,Udonis Haslem,4060000
2011,Spencer Hawes,4051024
2011,Wesley Johnson,4006080
2011,Jordan Farmar,4000000
2011,Mario Chalmers,4000000
2011,Ryan Gomes,4000000
2011,Tiago Splitter,3944000
2011,Matt Carroll,3900000
2011,DeMarcus Cousins,3880800
2011,Eric Gordon,3831184
2011,Dorell Wright,3823000
2011,Nazr Mohammed,3750000
2011,Mike Dunleavy,3750000
2011,Tristan Thompson,3726600
2011,CJ Miles,3700000
2011,Joel Anthony,3700000
2011,Nick Young,3695857
2011,Luke Ridnour,3680000
2011,Matt Bonner,3630000
2011,Shannon Brown,3500000
2011,Shaun Livingston,3500000
2011,Ricky Rubio,3480120
2011,Raja Bell,3480000
2011,Jonny Flynn,3414720
2011,C.J. Watson,3400000
2011,Marco Belinelli,3377604
2011,DeMar DeRozan,3344250
2011,Timofey Mozgov,3343896
2011,Daequan Cook,3341558
2011,Thabo Sefolosha,3300000
2011,Ekpe Udoh,3294960
2011,Nick Collison,3272997
2011,Chris Duhon,3250000
2011,Johan Petro,3250000
2011,D.J. Augustin,3236470
2011,Tony Allen,3150000
2011,Shawne Williams,3135000
2011,Shane Battier,3135000
2011,Stephen Curry,3117120
2011,Brook Lopez,3076983
2011,Jan Vesely,3065040
2011,Corey Brewer,3059000
2011,Jerryd Bayless,3042280
2011,Greg Monroe,3007920
2011,Jason Thompson,3001284
2011,Travis Outlaw,3000000
2011,Josh McRoberts,3000000
2011,Vince Carter,3000000
2011,Brandon Rush,2956658
2011,Anthony Randolph,2911231
2011,Robin Lopez,2862602
2011,Julian Wright,2858057
2011,Jordan Hill,2855760
2011,Mark Madsen,2840000
2011,James Johnson,2812006
2011,Bismack Biyombo,2798040
2011,Lou Amundson,2763450
2011,Al-Farouq Aminu,2755560
2011,Eduardo Najera,2750000
2011,Marreese Speights,2721255
2011,Gordon Hayward,2709720
2011,Dahntay Jones,2700000
2011,David Andersen,2685185
2011,Jrue Holiday,2674852
2011,Roy Hibbert,2588590
2011,Brandon Knight,2563320
2011,Ersan Ilyasova,2541000
2011,Jason Smith,2500000
2011,Kenyon Martin,2500000
2011,DeShawn Stevenson,2500000
2011,Brandon Jennings,2493720
2011,JaVale McGee,2462400
2011,Quentin Richardson,2446200
2011,Paul George,2406240
2011,Ricky Davis,2400000
2011,Kemba Walker,2356320
2011,JJ Hickson,2354537
2011,Jimmer Fredette,2339040
2011,JR Smith,2338709
2011,Derek Fisher,2329545
2011,Cole Aldrich,2286000
2011,Gerald Henderson,2250600
2011,Anthony Parker,2250000
2011,Keyon Dooling,2246400
2011,Ben Wallace,2246400
2011,Ryan Anderson,2244601
2011,Courtney Lee,2225093
2011,Ed Davis,2207040
2011,Kosta Koufos,2203792
2011,Rudy Fernandez,2180443
2011,Xavier Henry,2171640
2011,Nicolas Batum,2155365
2011,Josh Howard,2150000
2011,Tyler Hansbrough,2138040
2011,Klay Thompson,2126520
2011,Alec Burks,2111160
2011,Goran Dragic,2108000
2011,Anthony Johnson,2062800
2011,Brent Barry,2062800
2011,Anthony Tolliver,2050000
2011,Darrell Arthur,2027119
2011,Aaron Brooks,2016692
2011,Markieff Morris,2005560
2011,D.J. White,2001167
2011,Chauncey Billups,2000032
2011,Dante Cunningham,2000000
2011,Earl Watson,2000000
2011,Rasho Nesterovic,1990000
2011,Patrick Patterson,1959960
2011,Austin Daye,1929600
2011,Matt Barnes,1906200
2011,Luke Babbitt,1892280
2011,Larry Sanders,1861920
2011,Omer Asik,1857500
2011,Dikembe Mutombo,1823280
2011,Marcus Morris,1823280
2011,Kawhi Leonard,1809840
2011,Keith Bogans,1728000
2011,Nikola Vucevic,1719480
2011,Kevin Seraphin,1680360
2011,Donte Greene,1679914
2011,Renaldo Balkman,1675000
2011,Ty Lawson,1654440
2011,Eric Bledsoe,1596360
2011,Jeff Teague,1579920
2011,Sebastian Telfair,1567500
2011,Gustavo Ayon,1567500
2011,Iman Shumpert,1563120
2011,George Hill,1540493
2011,Avery Bradley,1524480
2011,Eric Maynor,1516680
2011,Greg Oden,1500000
2011,Gary Forbes,1500000
2011,James Jones,1500000
2011,Chris Singleton,1485000
2011,Alexis Ajinca,1467840
2011,Darren Collison,1455960
2011,Elliot Williams,1442880
2011,Tobias Harris,1418160
2011,Craig Brackins,1404960
2011,James Anderson,1402540
2011,Eddie House,1399507
2011,Zydrunas Ilgauskas,1399507
2011,Nolan Smith,1365720
2011,Kurt Thomas,1352181
2011,Jamaal Tinsley,1352181
2011,Shaquille O'Neal,1352181
2011,Roko-Leni Ukic,1350000
2011,Omri Casspi,1341960
2011,Hamed Haddadi,1300000
2011,Trevor Booker,1294920
2011,Serge Ibaka,1288200
2011,Byron Mullens,1288200
2011,Kenneth Faried,1254720
2011,Damion James,1243080
2011,Rodrigue Beaubois,1236720
2011,Brian Cook,1223166
2011,Royal Ivey,1200000
2011,Taj Gibson,1195680
2011,Dominique Jones,1193280
2011,Sam Young,1184750
2011,Earl Clark,1160000
2011,Reggie Jackson,1156320
2011,Wayne Ellington,1154040
2011,Quincy Pondexter,1153800
2011,Toney Douglas,1145640
2011,Jordan Hamilton,1121520
2011,Jordan Crawford,1120440
2011,Greivis Vasquez,1113600
2011,Stephen Graham,1106941
2011,Joey Graham,1106941
2011,Daniel Orton,1105560
2011,Christian Eyenga,1097520
2011,Lazar Hayward,1097520
2011,Norris Cole,1082520
2011,Cory Joseph,1074720
2011,Alando Tucker,1071720
2011,Von Wafer,1069509
2011,MarShon Brooks,1063865
2011,Stephen Jackson,1059750
2011,DeJuan Blair,1054000
2011,JaJuan Johnson,1042320
2011,Quinton Ross,1033342
2011,Jawad Williams,1029389
2011,Earl Barron,1027424
2011,Jimmy Butler,1020960
2011,Jeremy Pargo,1000000
2011,Jon Brockman,1000000
2011,Shavlik Randolph,992680
2011,Ian Mahinmi,915852
2011,John Lucas III,915852
2011,Brandan Wright,915852
2011,Henry Walker,885120
2011,DeMarre Carroll,885120
2011,Pops Mensah-Bonsu,885120
2011,Salim Stoudamire,884881
2011,Patrick Ewing Jr.,884293
2011,Anthony Roberson,855189
2011,Mouhamed Sene,855189
2011,Quincy Douby,855189
2011,Tarence Kinsey,855189
2011,Francisco Elson,854389
2011,Trey Johnson,854389
2011,Luke Jackson,854389
2011,Derrick Byars,854389
2011,Kyle Weaver,854389
2011,Jannero Pargo,854389
2011,Darius Miles,854389
2011,Javaris Crittenton,854389
2011,Joe Alexander,854389
2011,Gary Neal,854389
2011,Chandler Parsons,850000
2011,Solomon Alabi,830000
2011,Michael Redd,826828
2011,Desmond Mason,825497
2011,Paul Davis,825497
2011,Jason Hart,825497
2011,Jermareo Davidson,825497
2011,Kevin Ollie,825497
2011,Ryan Bowen,825497
2011,Gabe Pruitt,825497
2011,Lance Stephenson,810000
2011,Tyler Honeycutt,809875
2011,Chris Quinn,804131
2011,Sean Marks,799105
2011,Ike Diogu,792377
2011,Solomon Jones,792377
2011,Gani Lawal,788872
2011,Da'Sean Butler,788872
2011,Marcus Cousin,788872
2011,Andy Rautins,788872
2011,Zabian Dowdell,788872
2011,Terrico White,788872
2011,Pape Sy,788872
2011,Magnum Rolle,788872
2011,Nate Robinson,785487
2011,Jermaine Taylor,780871
2011,Yi Jianlian,771706
2011,Hamady Ndiaye,762195
2011,Kenny Hasbrouck,762195
2011,Tony Gaffney,762195
2011,Greg Stiemsma,762195
2011,Brian Butch,762195
2011,Derrick Caracter,762195
2011,Samardo Samuels,762195
2011,Semih Erden,762195
2011,Dexter Pittman,762195
2011,Joe Crawford,736420
2011,Mike Taylor,736420
2011,Walter Sharpe,736420
2011,DeMarcus Nelson,736420
2011,Dontell Jefferson,736420
2011,Othello Hunter,736420
2011,Ime Udoka,708640
2011,Mike Wilks,679821
2011,Brian Skinner,668434
2011,Allen Iverson,650686
2011,Jeremy Tyler,650000
2011,Acie Law,633253
2011,Josh Selby,550000
2011,Trey Thompkins,535000
2011,Erick Dampier,530547
2011,Jason Williams,524964
2011,Ish Smith,522472
2011,Travis Leslie,500000
2011,Malcolm Lee,500000
2011,Ryan Reid,475000
2011,Pooh Jeter,473604
2011,Charles Jenkins,473604
2011,Shelvin Mack,473604
2011,Lavoy Allen,473604
2011,Josh Harrellson,473604
2011,Cory Higgins,473604
2011,Sherron Collins,473604
2011,Chris Wright,473604
2011,Jon Leuer,473604
2011,Carldell Johnson,473604
2011,Marcus Landry,457588
2011,Trey Gilder,457588
2011,Deron Washington,457588
2011,Kyrylo Fesenko,435000
2011,Joel Przybilla,420304
2011,Gerald Green,413413
2011,Peja Stojakovic,402065
2011,Walker Russell,374300
2011,Ronny Turiaf,319128
2011,Lance Thomas,305551
2011,Kelenna Azubuike,280192
2011,Gilbert Arenas,261829
2011,Terrence Williams,254938
2011,Manny Harris,252016
2011,Ryan Hollins,248048
2011,Boris Diaw,241158
2011,Bobby Simmons,234268
2011,Mustafa Shakur,226162
2011,Earl Boykins,220487
2011,Mike James,220487
2011,Alan Anderson,213597
2011,Patty Mills,213517
2011,Al Thornton,211084
2011,Travis Diener,208802
2011,Leon Powe,201033
2011,Cartier Martin,199816
2011,Carlos Arroyo,196007
2011,Ben Uzoh,190548
2011,Donald Sloan,160414
2011,Courtney Fortson,156595
